time,mem
2025-03-21 16:24:07,156.54688
2025-03-21 16:24:06,156.54688
2025-03-21 16:24:05,156.54688
2025-03-21 16:24:04,156.54688
2025-03-21 16:24:03,156.54688
2025-03-21 16:24:02,156.54688
2025-03-21 16:24:01,156.54688
2025-03-21 16:24:00,156.54688
2025-03-21 16:23:59,156.54688
2025-03-21 16:23:58,156.54688
2025-03-21 16:23:57,156.54688
2025-03-21 16:23:56,156.54688
2025-03-21 16:23:55,156.54688
2025-03-21 16:23:54,156.54688
2025-03-21 16:23:53,156.54688
2025-03-21 16:23:52,156.54688
2025-03-21 16:23:51,156.54688
2025-03-21 16:23:50,156.54688
2025-03-21 16:23:49,156.54688
2025-03-21 16:23:48,156.54688
2025-03-21 16:23:47,156.54688
2025-03-21 16:23:46,156.54688
2025-03-21 16:23:45,156.54688
2025-03-21 16:23:44,156.54688
2025-03-21 16:23:43,156.54688
2025-03-21 16:23:42,156.54688
2025-03-21 16:23:41,156.54688
2025-03-21 16:23:40,156.54688
2025-03-21 16:23:39,156.54688
2025-03-21 16:23:38,156.54688
2025-03-21 16:23:37,156.54688
2025-03-21 16:23:36,156.54688
2025-03-21 16:23:35,156.54688
2025-03-21 16:23:34,156.54688
2025-03-21 16:23:33,156.54688
2025-03-21 16:23:32,156.54688
2025-03-21 16:23:31,156.54688
2025-03-21 16:23:30,156.54688
2025-03-21 16:23:29,156.54688
2025-03-21 16:23:28,156.54688
2025-03-21 16:23:27,156.54688
2025-03-21 16:23:26,156.54688
2025-03-21 16:23:25,156.54688
2025-03-21 16:23:24,156.54688
2025-03-21 16:23:23,156.54688
2025-03-21 16:23:22,156.54688
2025-03-21 16:23:21,156.54688
2025-03-21 16:23:20,156.54688
2025-03-21 16:23:19,156.54688
2025-03-21 16:23:18,156.54688
2025-03-21 16:23:17,156.54688
2025-03-21 16:23:16,156.54688
2025-03-21 16:23:15,156.54688
2025-03-21 16:23:14,156.54688
2025-03-21 16:23:13,156.54688
2025-03-21 16:23:12,156.54688
2025-03-21 16:23:11,156.54688
2025-03-21 16:23:10,156.54688
2025-03-21 16:23:09,156.54688
2025-03-21 16:23:08,156.54688
2025-03-21 16:23:07,156.54688
2025-03-21 16:23:06,156.54688
2025-03-21 16:23:05,156.54688
2025-03-21 16:23:04,156.54688
2025-03-21 16:23:03,156.54688
2025-03-21 16:23:02,156.54688
2025-03-21 16:23:01,156.54688
2025-03-21 16:23:00,156.54688
2025-03-21 16:22:59,156.54688
2025-03-21 16:22:58,156.54688
2025-03-21 16:22:57,156.54688
