Timestamp,Tempo gasto (ms),nf,stress_test
07/03/2025 00:04,590,free5gc-pcf,CPU_50_Duration_20
07/03/2025 00:04,494,free5gc-pcf,CPU_50_Duration_20
07/03/2025 00:04,691,free5gc-pcf,CPU_50_Duration_20
07/03/2025 00:04,497,free5gc-pcf,CPU_50_Duration_20
07/03/2025 00:04,490,free5gc-pcf,CPU_50_Duration_20
07/03/2025 00:04,490,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,519,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,474,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,456,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,526,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,504,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,491,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,487,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,493,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,453,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,534,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,491,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,598,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,505,free5gc-pcf,MEMORY_512_Duration_20
07/03/2025 00:04,505,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:04,585,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,694,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,792,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,691,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,795,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,691,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,802,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,587,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,498,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,589,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,604,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,586,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,506,free5gc-pcf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:05,483,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,459,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,457,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,460,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,501,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,498,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,483,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,491,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,457,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,456,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,455,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,465,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,457,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,456,free5gc-smf,CPU_50_Duration_20
07/03/2025 00:05,456,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,453,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,455,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,498,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,481,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,501,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,491,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,456,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,455,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,479,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,462,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:05,456,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:06,464,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:06,474,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:06,462,free5gc-smf,MEMORY_512_Duration_20
07/03/2025 00:06,462,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,462,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,461,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,473,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,521,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,455,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,529,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,455,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,462,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,482,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,452,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,527,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,456,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,465,free5gc-smf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:06,449,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1331,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,995,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1795,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1294,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1496,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1695,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1294,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,1291,free5gc-udm,CPU_50_Duration_20
07/03/2025 00:06,459,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,453,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,450,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,508,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,494,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,504,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:06,457,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,463,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,452,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,512,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,454,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,460,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,455,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,453,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,505,free5gc-udm,MEMORY_512_Duration_20
07/03/2025 00:07,505,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,925,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,1997,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,2293,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,1792,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,2097,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,1294,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,1300,free5gc-udm,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:07,459,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1176,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,900,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1292,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1287,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1396,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1203,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,1396,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:07,889,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:08,998,free5gc-udr,CPU_50_Duration_20
07/03/2025 00:08,454,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,453,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,480,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,456,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,454,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,446,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,456,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,455,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,517,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,455,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,540,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,452,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,613,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,588,free5gc-udr,MEMORY_512_Duration_20
07/03/2025 00:08,995,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1491,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1406,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1489,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,997,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1078,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1994,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,1295,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,795,free5gc-udr,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:08,445,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,447,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,450,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,445,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,445,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,460,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:08,455,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,532,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,457,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,453,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,457,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,456,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,456,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,458,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,502,free5gc-upf,CPU_50_Duration_20
07/03/2025 00:09,502,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,485,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,545,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,452,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,492,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,494,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,586,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,505,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,484,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,457,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,529,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,449,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,453,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,511,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,466,free5gc-upf,MEMORY_512_Duration_20
07/03/2025 00:09,466,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,456,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,458,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,459,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,453,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,458,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,452,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,463,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,456,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,501,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,454,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,457,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,466,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:09,495,free5gc-upf,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,457,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,456,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,456,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,453,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,452,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,458,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,498,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,462,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,463,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,518,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,456,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,459,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,561,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,493,ueransim-gnb,CPU_50_Duration_20
07/03/2025 00:11,495,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,453,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,458,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,474,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,463,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,523,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,460,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,510,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,457,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,456,ueransim-gnb,MEMORY_512_Duration_20
07/03/2025 00:11,456,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,450,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,460,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,451,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,465,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,458,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,480,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,455,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,456,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,452,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
07/03/2025 00:11,454,ueransim-gnb,CPU_50_MEMORY_512_Duration_20
