time,mem
2025-03-20 20:50:46,44.60547
2025-03-20 20:50:45,44.60547
2025-03-20 20:50:44,44.60547
2025-03-20 20:50:43,44.60547
2025-03-20 20:50:42,44.60547
2025-03-20 20:50:41,44.60547
2025-03-20 20:50:40,44.60547
2025-03-20 20:50:39,44.60547
2025-03-20 20:50:38,44.60547
2025-03-20 20:50:37,44.60547
2025-03-20 20:50:36,44.60547
2025-03-20 20:50:35,44.60547
2025-03-20 20:50:34,44.60547
2025-03-20 20:50:33,44.60547
2025-03-20 20:50:32,44.60547
2025-03-20 20:50:31,44.60547
2025-03-20 20:50:30,44.60547
2025-03-20 20:50:29,44.60547
2025-03-20 20:50:28,44.60547
2025-03-20 20:50:27,44.60547
2025-03-20 20:50:26,44.60547
2025-03-20 20:50:25,44.60547
2025-03-20 20:50:24,44.60547
2025-03-20 20:50:23,44.60547
2025-03-20 20:50:22,44.60547
2025-03-20 20:50:21,44.60547
2025-03-20 20:50:20,44.60547
2025-03-20 20:50:19,44.60547
2025-03-20 20:50:18,44.60547
2025-03-20 20:50:17,44.60547
2025-03-20 20:50:16,44.60547
2025-03-20 20:50:15,44.60547
2025-03-20 20:50:14,44.60547
2025-03-20 20:50:13,44.60547
2025-03-20 20:50:12,44.60547
2025-03-20 20:50:11,44.60547
2025-03-20 20:50:10,44.60547
2025-03-20 20:50:09,44.60547
2025-03-20 20:50:08,44.60547
2025-03-20 20:50:07,44.60547
2025-03-20 20:50:06,44.60547
2025-03-20 20:50:05,44.60547
2025-03-20 20:50:04,44.60547
2025-03-20 20:50:03,44.60547
2025-03-20 20:50:02,44.60547
2025-03-20 20:50:01,44.60547
2025-03-20 20:50:00,44.60547
2025-03-20 20:49:59,44.60547
2025-03-20 20:49:58,44.60547
2025-03-20 20:49:57,44.60547
2025-03-20 20:49:56,44.60547
2025-03-20 20:49:55,44.60547
2025-03-20 20:49:54,44.60547
2025-03-20 20:49:53,44.60547
2025-03-20 20:49:52,44.60547
2025-03-20 20:49:51,44.60547
2025-03-20 20:49:50,44.60547
2025-03-20 20:49:49,44.60547
2025-03-20 20:49:48,44.60547
2025-03-20 20:49:47,44.60547
2025-03-20 20:49:46,44.60547
2025-03-20 20:49:45,44.60547
