time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2025-03-20 20:56:57,0,0,0,0,0,0.9445844,0.5667506,0,0
2025-03-20 20:56:56,0,0,0,0,0,2.893082,0.6289308,0,0
2025-03-20 20:56:55,0,0,0,0.0626174,0,0.7514089,1.2523482,0,0.0626174
2025-03-20 20:56:54,0,0,0,0,0,0.5025126,0.5025126,0,0
2025-03-20 20:56:53,0,0,0,0.0628536,0,1.6341923,1.0685104,0,0
2025-03-20 20:56:52,0,0,0,0,0,1.0678392,0.5025126,0,0.0628141
2025-03-20 20:56:51,0,0,0,0.0627746,0,0.6277464,0.5021971,0,0
2025-03-20 20:56:50,0,0,0,0,0,0.7532957,0.6277464,0,0
2025-03-20 20:56:49,0,0,0,0,0,0.9410289,1.1919699,0,0
2025-03-20 20:56:48,0,0,0,0,0,0.7518797,0.5639098,0,0.0626566
2025-03-20 20:56:47,0,0,0,0,0,0.6900878,0.6273526,0,0
2025-03-20 20:56:46,0,0,0,0,0,1.1335013,0.7556675,0,0
2025-03-20 20:56:45,0,0,0,0.0625391,0,0.9380863,1.0006254,0,0.0625391
2025-03-20 20:56:44,0,0,0,0,0,0.5646173,0.6273526,0,0
2025-03-20 20:56:43,0,0,0,0.0627746,0,1.2554928,1.0043942,0,0
2025-03-20 20:56:42,0,0,0,0.0627353,0,1.5056462,0.7528231,0,0.0627353
2025-03-20 20:56:41,0,0,0,0,0,0.8160703,0.6277464,0,0.0627746
2025-03-20 20:56:40,0,0,0,0.1254705,0,0.9410289,0.6900878,0,0
2025-03-20 20:56:39,0,0,0,0,0,1.0006254,1.0006254,0,0
2025-03-20 20:56:38,0,0,0,0,0,1.0056568,0.5028284,0,0
2025-03-20 20:56:37,0,0,0,0.0627353,0,1.1292346,0.5018821,0,0.0627353
2025-03-20 20:56:36,0,0,0,0.0627353,0,0.9410289,0.6273526,0,0
2025-03-20 20:56:35,0,0,0,0.0627353,0,1.0664994,0.6900878,0,0
2025-03-20 20:56:34,0,0,0,0,0,0.565682,0.6285355,0,0
2025-03-20 20:56:33,0,0,0,0.0628141,0,1.3190955,1.0678392,0,0.0628141
2025-03-20 20:56:32,0,0,0,0.0628141,0,0.8165829,0.7537688,0,0
2025-03-20 20:56:31,0,0,0,0,0,0.8799497,0.4399749,0,0.0628536
2025-03-20 20:56:30,0,0,0,0.0627746,0,0.7532957,0.3766478,0,0
2025-03-20 20:56:29,0,0,0,0.0628141,0,0.6281407,0.5025126,0,0
2025-03-20 20:56:28,0,0,0,0.0626174,0,0.8140263,0.5635567,0,0
2025-03-20 20:56:27,0,0,0,0,0,0.4399749,0.4399749,0,0.0628536
2025-03-20 20:56:26,0,0,0,0,0,0.8782936,0.6273526,0,0
2025-03-20 20:56:25,0,0,0,0.0628931,0,1.2578616,0.8176101,0,0
2025-03-20 20:56:24,0,0,0,0.0628141,0,1.0050251,0.5653266,0,0.0628141
2025-03-20 20:56:23,0,0,0,0,0,1.2586532,1.1327879,0,0
2025-03-20 20:56:22,0,0,0,0.1253133,0,1.0025063,0.6265664,0,0.0626566
2025-03-20 20:56:21,0,0,0,0,0,0.754717,0.5031447,0,0
2025-03-20 20:56:20,0,0,0,0.0627353,0,0.6273526,0.8155583,0,0.0627353
2025-03-20 20:56:19,0,0,0,0,0,0.8766437,0.4383219,0,0
2025-03-20 20:56:18,0,0,0,0.0629327,0,0.7551919,0.566394,0,0
2025-03-20 20:56:17,0,0,0,0,0,0.9439899,0.8810573,0,0.0629327
2025-03-20 20:56:16,0,0,0,0.0630517,0,3.846154,2.96343,0,0.0630517
2025-03-20 20:56:15,0,0,0,0,0,0.5028284,0.7542426,0,0
2025-03-20 20:56:14,0,0,0,0.0628141,0,0.5653266,0.5653266,0,0.0628141
2025-03-20 20:56:13,0,0,0,0,0,1.2554928,0.9416196,0,0
2025-03-20 20:56:12,0,0,0,0.0627353,0,0.8782936,0.7528231,0,0
2025-03-20 20:56:11,0,0,0,0.0626959,0,1.1285266,0.5642633,0,0
2025-03-20 20:56:10,0,0,0.0626959,0,0,0.7523511,0.4388715,0,0.0626959
2025-03-20 20:56:09,0,0,0,0,0,0.7528231,0.5018821,0,0
2025-03-20 20:56:08,0,0,0,0.1250782,0,0.8755472,0.5628518,0,0.0625391
2025-03-20 20:56:07,0,0,0,0,0,0.6277464,0.5021971,0,0
2025-03-20 20:56:06,0,0,0,0,0,1.2539185,0.7523511,0,0.0626959
2025-03-20 20:56:05,0,0,0,0,0,1.3767209,0.9386733,0,0
2025-03-20 20:56:04,0,0,0,0.0627353,0,0.6900878,0.6900878,0,0.0627353
2025-03-20 20:56:03,0,0,0,0.0627353,0,1.3174404,0.8782936,0,0
2025-03-20 20:56:02,0,0,0,0.0630517,0,1.0088272,0.7566204,0,0.0630517
2025-03-20 20:56:01,0,0,0,0.0626959,0,1.1285266,0.5015674,0,0
2025-03-20 20:56:00,0,0,0,0,0,0.8766437,0.4383219,0,0.0626174
2025-03-20 20:55:59,0,0,0,0,0,0.6277464,0.4394225,0,0
2025-03-20 20:55:58,0,0,0,0,0,0.7542426,0.3771213,0,0
2025-03-20 20:55:57,0,0,0,0,0,0.6269592,0.6269592,0,0.0626959
